MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,类型,查询时间
物业经营管理与城市服务,90,0,70904,0,7.58,6.20,20260616,0.61,0.93,-51.95,84.21,67.36,1.34,0.06,35.09,0.00,-0.73,0.15,2.23,-1.01,-4.07,-14.18,-16.38,-20.37,-27.08,-5.52,-14.40,-300.17,-264.49,4774.00,13605.00,40190.00,24008.00,9993,20980,0.00,0.00,-0.15,49500.00,0.00,2.68,39.00,4207.80,12650.57,0.00,0.00,0,1,0,0,-1,2,6.84,12.28,6.65,6.80,0.00,0.67,85.21,122.24,121.34,0.35,4.13,0,0,0,0,0,28857.62,4.95,2606.69,628.02,87687.88,1733.59,0.00,7186,0,0,0,0,20220715,20170306,20260428,20251023,20250407,20251024,0,000058.SZ,股票,2026-06-16 20:26:34
原油加工及石油制品,77,2,90110,0,4.68,3.83,20260616,1.96,1.41,-5.69,69.74,69.73,0.73,0.06,74.47,0.00,2.59,-0.70,1.18,2.35,-8.97,-11.20,-23.38,-24.57,-18.50,-1.58,-18.66,262.46,1109.31,20361.00,43316.00,180652.00,110847.00,23002,40663,0.00,0.00,-0.24,165800.00,0.00,57.82,1351.00,8824.90,32189.96,0.00,0.00,0,1,0,0,1,0,4.27,6.90,4.12,5.38,0.00,0.26,39.30,-3.86,-4.94,0.00,0.72,0,0,0,0,0,84709.38,16.58,3672.63,1541.35,445451.21,46210.14,0.00,6769,0,0,0,0,20180102,20141231,20260428,20240412,20250407,20230330,0,000059.SZ,股票,2026-06-16 20:26:34
"铅锌冶炼产品,铜冶炼产品",80,3,121408,0,8.71,7.13,20260616,6.01,1.05,-11.35,356.18,356.18,0.98,0.18,2313.06,1.54,1.26,4.76,5.44,12.01,2.30,9.86,18.81,20.60,37.09,4.02,76.65,8481.06,-8194.63,89376.00,316275.00,1045138.00,919053.00,201404,329709,0.00,0.00,0.00,26811600.00,0.00,3861.62,49508.00,253783.27,722461.08,0.00,0.00,0,1,0,0,4,2,7.52,9.22,4.32,8.00,0.00,1.70,17.68,43.87,34.07,0.69,1.78,0,0,0,0,0,310605.57,2681.16,49538.20,7863.70,423932.42,93836.76,0.00,10459,0,0,0,0,20180704,20170704,20260430,20260522,20260202,20260202,0,000060.SZ,股票,2026-06-16 20:26:34
市场配套服务,100,4,131301,0,6.75,5.53,20260616,0.59,0.77,2.06,120.29,108.74,1.31,0.04,68.42,0.00,-1.30,0.82,3.75,1.16,-4.41,-9.96,-17.88,-31.68,-41.11,-6.19,-7.91,-1740.34,-1037.80,8379.00,18765.00,83396.00,48907.00,16218,29934,0.00,0.00,-0.98,201900.00,0.00,40.74,670.00,9055.76,27285.02,0.00,0.00,0,1,0,0,-1,7,6.02,10.86,5.86,8.38,0.00,0.53,22.27,32.72,28.16,0.98,1.39,0,0,0,0,0,70877.73,20.19,7704.29,274.54,132477.72,63844.88,0.00,4828,0,0,0,0,20260330,20250930,20260428,20251215,20220422,20251112,0,000061.SZ,股票,2026-06-16 20:26:34
电子元器件交易分部,89,4,100606,0,34.23,28.01,20260616,4.13,0.84,61.30,326.43,326.11,1.33,0.37,1264.00,0.00,0.29,8.17,-4.07,-3.10,-6.89,-4.58,-15.47,13.33,27.29,7.10,27.18,-3284.40,-7334.74,19581.00,53558.00,161093.00,165505.00,109507,207877,0.00,0.00,0.00,9248900.00,0.00,416.55,1429.00,177179.55,455293.18,0.00,0.00,0,1,0,0,2,9,30.51,40.13,22.62,11.40,0.00,1.57,40.62,70.31,58.30,1.61,4.75,0,0,0,0,0,31701.12,924.89,20580.45,2445.06,212293.30,24091.28,0.00,1951,0,0,0,0,20181112,20151112,20260429,20260602,20250407,20260602,0,000062.SZ,股票,2026-06-16 20:26:34
运营商网络,90,11,80208,0,40.94,33.50,20260616,5.29,0.83,-51.09,1530.65,1530.50,1.22,0.18,6289.00,0.00,2.10,2.39,-3.86,-2.92,4.68,0.93,3.55,4.83,0.42,3.48,20.71,55965.49,52834.82,91938.00,385473.00,651763.00,809827.00,308568,612402,0.00,0.00,-0.86,31697100.00,0.00,4996.62,13685.00,638560.56,2411911.58,0.00,0.00,0,1,0,0,2,2,37.56,55.85,30.55,6.81,0.00,1.27,34.68,31.69,39.79,1.10,2.37,0,0,0,0,0,306868.10,3169.71,93617.60,490648.17,2883419.96,1397711.67,12695.60,65095,0,20251212,0,0,20221110,20211110,20260425,20260528,20251211,20260528,0,000063.SZ,股票,2026-06-16 20:26:34
工程建设与服务,85,5,91010,0,13.66,11.18,20260616,4.05,1.49,-42.75,145.06,121.77,1.44,0.25,410.67,0.08,0.56,7.07,6.13,2.63,5.40,0.80,-2.34,-3.18,0.24,1.88,26.04,2126.84,-4226.07,13077.00,63697.00,176989.00,139256.00,35925,63523,0.00,0.00,-2.42,8270300.50,0.00,1453.35,12051.00,48844.28,132761.65,0.00,0.00,0,1,0,0,3,3,11.80,16.37,9.48,3.98,0.00,0.86,32.83,19.94,21.96,1.10,1.30,0,0,0,0,0,46557.28,827.03,11094.81,1533.28,491706.73,223233.20,0.00,3812,0,0,0,0,20200110,20260202,20260427,20260324,20250407,20250219,0,000065.SZ,股票,2026-06-16 20:26:34
计算产业,75,3,101012,0,17.81,14.57,20260616,4.48,1.11,56.57,535.48,535.44,2.72,0.41,5389.85,0.06,2.53,4.38,-1.15,2.47,-8.23,-19.88,-16.24,2.79,15.20,-6.74,15.36,11881.82,5893.62,80846.00,100314.00,485550.00,376826.00,184562,317370,0.00,0.00,0.06,14333800.00,0.00,1711.24,10865.00,189353.20,608097.18,0.00,0.00,0,1,0,0,2,7,16.03,25.74,13.53,6.58,0.00,1.26,-160.10,-937.21,2588.78,0.00,4.90,0,0,0,0,0,193127.46,1433.38,-9715.54,27011.63,339160.65,75784.39,0.00,12980,0,20241228,0,0,20250221,20220209,20260429,20260507,20260514,20260514,0,000066.SZ,股票,2026-06-16 20:26:34
"工程建设,建筑材料",42,0,50904,0,3.75,3.07,20260616,3.09,0.46,18.41,34.43,34.43,2.86,0.31,216.72,0.00,0.29,-1.45,0.00,-9.77,5.23,3.01,4.26,-2.28,1.19,8.92,3.32,-597.55,-285.98,31833.00,23886.00,249901.00,166588.00,18254,35100,0.00,0.00,-0.88,148400.00,0.00,93.31,2689.00,12658.30,38176.24,0.00,0.00,0,1,0,0,1,3,3.46,4.22,2.89,5.45,0.00,0.33,-47.38,-32.85,-32.60,0.00,5.89,0,0,0,0,0,57333.44,14.84,-1845.40,243.18,4058.49,1954.76,0.00,377,0,0,0,0,20180123,20150121,20260428,20260608,20250407,20260608,0,000068.SZ,股票,2026-06-16 20:26:34
旅游综合行业,83,3,130101,0,2.02,1.66,20260616,0.51,0.71,35.13,146.29,125.55,1.67,0.04,151.08,0.00,-1.09,-1.08,0.54,-1.62,-9.00,-12.50,-19.47,-23.85,-26.62,-6.18,-19.82,-636.91,-280.92,159923.00,150669.00,271422.00,244680.00,9832,21914,0.00,0.00,-0.54,705100.00,0.00,103.79,5550.00,11210.23,26944.03,0.00,0.00,0,1,0,0,-2,2,1.85,2.93,1.80,6.18,0.00,0.42,-2.67,-1.02,-1.02,0.00,0.43,0,0,0,0,0,342477.72,70.51,-139137.61,0.00,1461607.22,2221643.57,310000.00,16478,0,0,0,0,20201126,20160106,20260430,20251111,20250407,20251111,0,000069.SZ,股票,2026-06-16 20:26:34
线缆板块,80,3,100612,0,20.69,16.93,20260616,15.41,1.38,-57.25,169.25,166.98,0.77,0.41,1554.92,1.41,3.62,10.00,-3.23,-0.21,9.86,3.89,7.80,22.66,66.01,7.86,172.21,2383.87,-40346.17,29458.00,111848.00,351543.00,398246.00,201044,338012,0.00,0.00,2.98,53044704.00,500.00,634.69,3716.00,221272.76,622842.88,3338.78,0.00,0,2,1,0,2,27,18.26,22.50,6.97,7.90,0.00,1.39,-443.76,-32.96,-33.33,0.00,17.54,0,0,0,0,0,52110.20,5304.47,-1142.36,5818.85,83282.49,8506.82,0.00,3611,0,0,0,0,20220310,20151218,20260427,20260615,20260213,20260416,0,000070.SZ,股票,2026-06-16 20:26:34
采购产品,1,2,90701,0,1.69,1.53,20260616,2.85,0.88,16.58,41.83,41.74,2.17,0.23,326.89,0.00,-1.24,1.90,-1.86,-1.24,-14.05,-16.31,-50.00,-50.46,-54.05,-5.36,-36.66,-1327.27,-837.79,149172.00,178352.00,566601.00,500581.00,10241,27352,0.00,0.00,-0.62,1636799.88,0.00,341.74,21906.00,12097.53,38562.61,0.00,0.00,0,14,6,0,-1,19,1.58,5.70,1.47,5.36,0.00,-0.05,72.17,-7.52,-7.40,0.00,3.37,0,0,0,0,0,140877.07,163.68,3283.66,993.61,348451.81,26932.00,0.00,6734,0,0,0,0,20190625,20160623,20260430,20260611,20260610,20260601,0,000078.SZ,股票,2026-06-16 20:26:34
"高速公路收费,港口货物装卸运输",92,4,70907,0,4.87,3.99,20260616,0.60,0.82,-11.27,226.70,137.90,2.51,0.06,123.17,0.00,-1.58,2.07,2.84,3.08,-2.68,-4.59,-3.76,-5.63,-2.02,-2.46,-3.12,-2243.85,-919.90,21039.00,92800.00,92891.00,128753.00,14403,26169,0.00,0.00,-0.45,260600.00,0.00,15.06,347.00,12899.51,33879.46,0.00,0.00,0,1,0,0,-1,0,4.32,4.74,4.17,5.31,0.00,0.33,16.64,15.91,15.61,4.40,1.23,0,0,0,0,0,164508.38,26.06,34040.46,57.09,117927.45,222.00,0.00,868,0,0,0,0,20250523,20241118,20260423,20250519,20201014,20201014,0,000088.SZ,股票,2026-06-16 20:26:34
航空及相关服务,98,4,70907,0,7.17,5.87,20260616,0.41,0.82,41.89,132.07,132.07,1.03,0.02,60.66,0.00,-1.23,0.00,3.00,0.63,-5.57,-5.16,-9.68,-9.80,-7.86,-5.30,-6.80,-1806.86,28.75,11602.00,22467.00,41470.00,41504.00,12080,23455,0.00,0.00,-0.15,84000.00,0.00,48.41,738.00,8382.34,20804.64,0.00,0.00,0,1,0,0,-1,0,6.44,7.51,6.30,6.38,0.00,0.25,12.79,25.46,21.55,2.45,1.11,0,0,0,0,0,88243.78,8.40,13953.58,0.00,378831.69,5257.41,0.00,5698,0,0,0,0,20120106,20080222,20260424,20200803,20200203,20200803,0,000089.SZ,股票,2026-06-16 20:26:34
房地产销售,90,2,130101,0,3.99,3.27,20260616,1.49,0.66,22.67,66.33,66.33,1.08,0.06,82.40,0.00,-2.20,0.55,1.69,2.90,-4.05,3.80,0.86,-8.74,-4.05,-7.79,4.72,-1810.88,-1863.70,20322.00,49645.00,271324.00,131462.00,15758,35378,0.00,0.00,-0.83,280800.00,0.00,52.16,1453.00,11320.15,41789.22,0.00,0.00,0,1,0,0,-1,4,3.58,4.88,3.18,8.00,0.00,0.50,-71.13,30.36,42.45,0.99,0.59,0,0,0,0,0,112896.72,28.08,-3826.77,7039.63,933970.84,395210.21,319728.31,7711,0,0,0,0,20181214,20151214,20260429,20260529,20250407,20260529,0,000090.SZ,股票,2026-06-16 20:26:34
成品油业务,93,0,130109,0,8.71,7.13,20260616,0.94,0.86,-31.65,41.08,39.74,1.69,0.07,65.27,-0.12,-1.77,0.13,1.67,-0.25,-6.83,-14.60,-20.04,-26.39,-24.24,-5.24,-44.94,-605.35,-469.64,7011.00,10592.00,35319.00,31331.00,5959,13770,0.00,0.00,-0.13,156600.00,0.00,20.36,259.00,4056.55,13204.12,0.00,0.00,0,1,0,0,-1,2,7.82,15.23,7.61,6.00,0.00,0.05,83.98,36.43,37.16,0.95,1.49,0,0,0,0,0,23472.96,15.66,1138.76,0.00,47565.00,16971.97,0.00,347,0,0,0,0,20091216,0,20260429,20260303,20250529,20260303,0,000096.SZ,股票,2026-06-16 20:26:34
通用航空运输服务深圳,90,5,70913,0,18.84,15.42,20260616,2.89,0.86,22.49,130.17,130.17,1.18,0.12,403.39,0.65,-2.04,-1.61,9.98,2.07,7.09,-0.89,-4.49,-14.95,-18.74,7.57,-20.81,-4807.31,-4702.58,15729.00,34610.00,69139.00,85112.00,31090,57011,0.00,0.00,-0.82,6632900.00,0.00,1625.96,9186.00,60552.50,139951.33,0.00,7656.40,0,3,1,0,-2,1,16.80,25.84,14.81,10.20,0.00,0.57,34.94,43.05,42.79,0.93,2.33,0,0,0,0,0,47609.57,663.29,9341.30,131.08,234705.18,5412.52,0.00,1094,0,0,0,0,20240909,20210909,20260428,20260612,20250407,20250214,0,000099.SZ,股票,2026-06-16 20:26:34
半导体显示器件,85,11,21114,0,5.08,4.16,20260616,5.50,1.00,20.62,967.24,889.64,0.87,0.10,4391.32,0.22,0.65,1.54,0.89,-2.51,7.14,10.45,11.25,3.80,4.49,10.98,11.78,-7594.14,-16084.52,508213.00,1484685.00,4458450.00,4133247.00,303170,525304,0.00,0.00,-0.43,28743100.00,300.00,1954.10,42759.00,424687.92,1464652.39,0.00,0.00,0,1,0,0,3,0,4.58,5.14,3.95,4.26,0.00,0.90,15.54,21.28,18.99,1.95,1.54,0,0,0,0,0,1854019.17,2874.31,115484.79,221781.68,2178785.69,150349.17,99763.00,71419,0,20260603,0,0,20260224,20250822,20260430,20241031,20250407,20241031,0,000100.SZ,股票,2026-06-16 20:26:34
成套设备出口和工程承包,85,3,20211,0,16.23,13.28,20260616,8.86,1.38,-6.91,50.57,44.37,1.77,0.49,659.69,1.43,-2.31,5.81,10.02,4.05,6.19,18.31,21.71,12.66,21.30,8.27,18.41,772.28,-5377.33,8623.00,18619.00,146391.00,109239.00,40841,71841,0.00,0.00,-3.73,12412200.00,0.00,1488.50,10512.00,53547.22,109224.19,0.00,8947.39,0,3,1,0,-1,2,13.80,15.33,10.50,7.78,0.00,0.96,75.36,14.39,13.07,0.00,5.78,0,0,0,0,0,20311.86,1241.22,363.49,398.46,99265.67,24548.21,0.00,469,0,0,0,0,20240611,20260324,20260424,20260612,20250407,20260529,20250516,000151.SZ,股票,2026-06-16 20:26:34
"化学合成药及制剂,药品批发",100,1,70701,0,6.07,4.97,20260616,1.13,0.86,4.94,25.42,25.10,1.49,0.05,42.56,0.92,-0.91,-0.18,2.22,-0.55,-4.21,-11.63,-15.20,-17.99,-12.76,-3.70,-11.20,-493.33,-62.44,8648.00,11116.00,33212.00,20641.00,6461,12348,0.00,0.00,-0.36,537400.00,0.00,5.23,95.00,3378.77,10171.20,0.00,0.00,0,1,0,0,-2,2,5.48,8.08,5.32,18.80,0.00,0.26,17.17,25.80,26.07,1.81,1.16,0,0,0,0,0,33513.28,53.74,3116.07,642.05,47052.04,8990.02,0.00,4278,0,0,0,0,20251103,20130320,20260429,20250728,20250407,20230105,0,000153.SZ,股票,2026-06-16 20:26:34
"风力及光伏发电收入,锂电业务收入",98,2,10810,0,14.80,12.11,20260616,1.62,0.88,-7.56,248.49,248.49,1.06,0.06,464.37,0.00,0.07,0.67,2.38,2.05,-4.00,-16.81,-22.73,-4.00,15.54,-5.54,37.34,-207.67,-1361.48,19803.00,54539.00,163527.00,139285.00,36668,71345,0.00,0.00,-0.67,3318599.75,0.00,354.93,2633.00,48506.19,145029.63,0.00,0.00,0,1,0,0,4,3,13.26,19.34,9.39,6.18,0.00,0.61,23.29,49.42,46.63,1.26,2.31,0,0,0,0,0,111765.29,331.86,28664.41,553.41,621004.65,737.74,0.00,2139,0,0,0,0,20250429,20240628,20260430,20260402,20260521,20260430,0,000155.SZ,股票,2026-06-16 20:26:34
"宽带及数据通信业务收入,集团客户集成项目收入",90,5,90401,0,7.15,5.85,20260616,1.00,1.91,-26.90,124.70,114.40,0.87,0.03,118.99,-0.45,3.54,0.31,2.37,2.91,-3.31,-12.37,-9.18,-16.19,-11.09,-3.16,-11.91,410.64,914.70,8027.00,13134.00,72817.00,68005.00,18082,33134,0.00,0.00,0.31,300600.00,0.00,6.57,101.00,5634.33,23163.68,0.00,0.00,0,1,0,0,3,1,6.52,10.01,6.27,8.98,0.00,0.73,27.68,25.82,26.85,2.46,0.82,0,0,0,0,0,89286.34,30.06,9953.47,12181.37,651349.45,318084.22,0.00,11086,0,0,0,0,20241017,20201231,20260427,20260210,20250407,20250213,0,000156.SZ,股票,2026-06-16 20:26:34
起重机械,79,9,110910,0,8.39,6.87,20260616,0.91,0.79,-12.48,537.88,535.88,0.70,0.02,385.91,-0.12,-0.66,3.81,0.82,-0.53,6.46,4.41,-4.66,-14.26,-10.08,5.14,14.50,-2247.10,1617.57,37511.00,195567.00,312717.00,295405.00,51869,87295,0.00,0.00,0.26,1365500.00,0.00,631.70,8378.00,77271.02,177979.98,0.00,0.00,0,1,0,0,-1,0,7.45,10.16,6.51,12.74,0.00,0.61,18.54,13.58,15.23,5.24,1.12,0,0,0,0,0,513113.09,136.55,60179.97,74846.07,1771166.11,183535.37,11130.24,35344,0,20220721,0,0,20210810,20210210,20260429,20210901,20250407,20210901,0,000157.SZ,股票,2026-06-16 20:26:34
系统集成及行业解决方案服务,77,1,90913,0,16.89,13.82,20260616,2.12,0.62,-13.65,239.79,238.19,1.73,0.11,670.05,-0.12,-2.28,-0.52,3.42,-1.96,-2.53,-10.61,-12.64,-25.82,-26.33,-1.96,-30.20,-7580.35,-3815.87,33841.00,61300.00,145506.00,172921.00,47361,111274,0.00,0.00,-0.65,2040500.00,0.00,745.33,4881.00,61263.10,205335.12,0.00,0.00,0,1,0,0,-2,3,15.23,28.34,13.71,6.18,0.00,1.07,-59.01,733.67,775.91,0.18,4.52,0,0,0,0,0,104210.59,204.05,-10701.67,7115.02,146835.74,90550.55,0.00,2015,0,0,0,0,20180730,20150727,20260430,20260609,20250407,20251016,0,000158.SZ,股票,2026-06-16 20:26:34
"热镀锌,油品及化工产品等批发业",95,1,140114,0,6.38,5.22,20260616,3.72,0.77,7.61,28.17,28.17,0.98,0.10,50.16,0.69,1.03,-2.36,-1.82,-6.68,-12.67,-17.93,-9.85,-11.21,1.39,-9.43,1.56,115.46,-44.28,14553.00,23570.00,128613.00,97065.00,12630,25723,0.00,0.00,0.00,283000.00,0.00,43.47,727.00,13261.58,33985.01,0.00,0.00,0,1,0,0,1,4,5.97,8.26,5.35,5.88,0.00,0.20,96.55,73.33,75.97,0.34,1.37,0,0,0,0,0,37095.96,28.30,835.77,700.08,47456.83,4094.10,0.00,500,0,0,0,0,20090720,20080311,20260429,20260514,20250624,20241219,0,000159.SZ,股票,2026-06-16 20:26:34
机构服务及交易,100,7,71304,0,5.05,4.13,20260616,0.45,0.85,-37.99,1036.65,1036.63,1.52,0.03,842.14,0.00,0.22,1.32,2.49,6.97,3.13,1.77,-2.95,-7.07,-12.71,4.31,-3.56,-1855.84,499.07,87170.00,220172.00,991412.00,805402.00,43015,93090,0.00,0.00,-0.44,2240700.00,0.00,307.85,6766.00,73044.40,186477.50,0.00,0.00,0,1,0,0,6,0,4.50,5.75,4.23,4.86,0.00,0.39,12.22,12.09,11.63,2.40,1.00,0,0,0,0,0,928437.86,224.07,232527.69,0.00,17628553.22,1292.15,0.00,11423,0,0,0,0,20200731,20180130,20260430,20241008,20200203,20210907,0,000166.SZ,股票,2026-06-16 20:26:34
"炼油产品,其他石化及化工新材料",83,8,101412,0,14.04,11.48,20260616,0.35,1.06,64.79,823.10,822.71,0.80,0.02,260.90,-0.38,-2.43,7.41,2.33,6.60,2.38,-1.35,-6.18,8.45,14.32,3.32,51.27,-3505.15,-1720.12,9177.00,25440.00,90156.00,86247.00,39387,67680,0.00,0.00,-0.86,2461700.00,0.00,181.95,1529.00,49296.74,105145.48,0.00,0.00,0,1,0,0,-1,1,12.08,14.70,8.04,4.18,0.00,0.61,14.37,630.74,68.86,0.00,2.37,0,0,0,0,0,210892.19,246.17,131643.69,25231.36,1630038.22,273412.02,90671.53,27878,0,0,0,0,20250127,20220720,20260429,20260303,20241009,20230106,0,000301.SZ,股票,2026-06-16 20:26:34
智能家居业务,95,17,50208,0,89.02,72.84,20260616,0.61,1.04,29.71,5492.13,5412.90,1.50,0.03,6775.55,-0.03,-2.43,-2.76,-2.48,-4.13,-4.41,-2.52,-2.64,2.46,1.04,-2.34,11.24,-60878.75,-10772.21,19471.00,25171.00,94890.00,135718.00,108986,194379,0.00,0.00,0.05,12761801.00,200.00,1655.68,1996.00,351428.22,1037530.42,0.00,0.00,0,1,0,0,-3,0,82.47,85.90,69.38,44.56,0.00,-0.15,11.85,14.00,13.92,5.26,2.58,0,0,0,0,0,468290.20,1276.18,1096172.24,416572.49,9409209.14,4119918.59,0.00,198570,0,20260331,0,0,20250728,20190621,20260430,20160712,20181029,20210218,0,000333.SZ,股票,2026-06-16 20:26:34
"智慧物流,动力总成、整车整机及关键零部件",95,12,101212,0,32.32,26.44,20260616,2.51,0.84,45.35,1888.74,1392.35,0.74,0.04,2865.13,-0.64,-4.32,4.93,1.56,-7.38,-12.75,-15.20,-9.90,10.80,63.43,-20.45,90.19,-16047.22,-45296.82,24333.00,43399.00,386847.00,414316.00,199014,316110,0.00,0.00,-0.68,12640800.00,0.00,1438.28,5036.00,358300.70,1081756.06,0.00,0.00,0,1,0,0,-1,2,28.25,36.34,13.29,20.47,0.00,1.27,19.73,23.28,22.51,2.49,2.57,0,0,0,0,0,487658.85,1264.08,298791.12,201048.06,6958279.88,1218741.35,0.00,101440,0,20250430,20231025,0,20251226,20210601,20260430,20260506,20200203,20260506,0,000338.SZ,股票,2026-06-16 20:26:34
智能变配电系统,70,6,90101,0,25.18,20.60,20260616,1.93,1.04,31.13,234.89,233.30,1.23,0.08,541.91,0.00,0.74,3.11,2.73,3.18,-13.11,-15.93,-8.46,-21.64,-10.31,-13.37,11.77,-4091.40,-147.68,12946.00,32806.00,83987.00,75301.00,34346,72750,0.00,0.00,0.00,1613700.00,0.00,344.83,1536.00,47957.05,137650.75,0.00,0.00,0,1,0,0,3,2,22.29,34.65,19.81,9.24,0.00,0.86,52.88,19.98,21.78,2.01,1.91,0,0,0,0,0,62541.48,161.37,10736.34,10924.32,726590.57,257884.01,0.00,5987,0,0,0,0,20250822,20140319,20260411,20260119,20211011,20260413,0,000400.SZ,股票,2026-06-16 20:26:34
水泥,85,1,130104,0,4.24,3.47,20260616,0.21,0.72,-26.92,101.28,100.25,1.35,0.02,37.80,0.00,-1.04,0.00,1.32,-1.30,-6.16,-4.99,-8.85,-22.72,-11.60,-4.51,-9.06,-614.66,-63.66,11260.00,28866.00,43817.00,75020.00,4894,10922,0.00,0.00,0.00,16200.00,0.00,90.98,2351.00,2264.38,7997.53,0.00,0.00,0,1,0,0,-1,1,3.83,5.59,3.73,5.38,0.00,0.32,-2.55,46.79,105.11,2.60,0.39,0,0,0,0,0,95019.85,1.62,-105382.81,2433.60,625468.06,74764.15,29158.86,21148,0,0,20250515,0,20250616,20220114,20260430,20250721,20200203,20200720,0,000401.SZ,股票,2026-06-16 20:26:34
房产开发,75,3,101411,0,3.06,2.50,20260616,1.58,0.98,28.43,81.60,81.59,0.68,0.05,82.01,0.00,-1.80,0.72,0.36,-2.15,-10.49,-9.90,-13.88,-0.36,-0.73,-11.65,0.37,-3883.49,-1038.86,52802.00,85317.00,291277.00,242150.00,25514,50430,0.00,0.00,0.00,285200.00,0.00,64.79,2339.00,14073.31,41022.06,0.00,0.00,0,1,0,0,-1,5,2.76,3.49,2.45,3.68,0.00,0.89,5.91,-1.54,-1.78,0.00,0.41,0,0,0,0,0,144124.44,28.52,31614.85,0.00,680624.33,221777.08,0.00,1471,0,0,0,0,20100129,20070125,20260429,20260506,20250407,20260506,0,000402.SZ,股票,2026-06-16 20:26:34
血液制品,87,1,20913,0,13.01,10.65,20260616,1.19,1.10,62.78,111.58,110.44,0.57,0.02,44.38,-0.41,-0.76,-0.42,1.97,-0.84,-5.25,8.50,-1.75,-16.32,-14.25,-8.99,-35.60,-925.74,-1193.62,7119.00,24570.00,53179.00,53675.00,11191,23167,0.00,0.00,-0.42,398200.00,0.00,85.48,725.00,10130.43,36315.83,0.00,0.00,0,1,0,0,-2,1,11.80,19.13,10.48,3.78,0.00,0.36,121.44,26.82,31.84,0.00,1.38,0,0,0,0,0,58185.89,39.82,1297.84,1033.65,43552.88,369.09,0.00,2755,0,20260429,0,0,20250625,20210223,20260429,20260521,20210218,20250407,20250606,000403.SZ,股票,2026-06-16 20:26:34
全封闭活塞压缩机,93,4,10810,0,8.86,7.25,20260616,2.96,0.97,14.70,56.38,56.11,0.70,0.06,108.86,0.00,0.62,2.29,1.42,1.63,-1.81,-15.54,-2.18,11.57,19.65,-2.76,22.36,-677.40,-733.28,6752.00,22768.00,92591.00,96532.00,16168,34918,0.00,0.00,-0.25,412700.00,0.00,32.39,410.00,16360.13,54590.59,0.00,0.00,0,1,0,0,4,1,7.90,10.01,6.43,4.08,0.00,0.41,12.22,11.32,10.99,3.98,1.28,0,0,0,0,0,47973.33,41.27,12159.53,11438.45,548100.61,4436.83,0.00,7434,0,20250509,0,0,20160302,20130227,20260418,20260420,20250407,20220718,0,000404.SZ,股票,2026-06-16 20:26:34
天然气及增值业务,95,2,90110,0,4.46,3.65,20260616,1.19,0.72,40.78,35.20,35.03,1.08,0.04,24.04,-0.24,-1.23,-0.74,1.49,-1.48,-6.97,-13.80,-17.35,-19.67,-20.00,-3.61,20.12,-951.71,-192.17,20445.00,28479.00,74623.00,85785.00,7195,17006,0.00,0.00,0.00,132800.00,0.00,4.30,106.00,5697.04,15786.17,0.00,0.00,0,1,0,0,-2,10,4.03,6.69,3.25,6.00,0.00,0.25,24.45,22.88,21.69,1.48,1.14,0,0,0,0,0,65436.12,13.28,3597.02,220.04,44796.91,48879.28,0.00,1857,0,0,0,0,20190429,20160420,20260428,20260303,20251124,20251120,20251028,000407.SZ,股票,2026-06-16 20:26:34
氯化钾,93,11,10410,0,90.05,73.67,20260616,1.13,1.19,47.27,1197.71,1197.70,0.61,0.03,779.43,1.22,-6.74,3.01,4.55,1.38,-3.66,-4.77,-14.47,-0.19,-7.91,-1.09,101.11,-19488.36,-15086.71,4866.00,12484.00,58372.00,63569.00,66777,128712,0.00,0.00,-0.46,9329500.00,0.00,2348.19,2864.00,193234.92,484043.47,0.00,0.00,0,1,0,0,-1,0,77.65,95.78,37.82,4.80,0.00,1.04,19.03,33.34,27.45,3.05,6.79,0,0,0,0,0,69763.10,932.95,157603.47,531.28,306641.82,27611.02,0.00,1733,0,20260324,0,0,20220628,20160929,20260418,20250117,20250407,20220124,20250110,000408.SZ,股票,2026-06-16 20:26:34
