MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,类型,查询时间
智能扫地机及配件,90,7,70909,0,123.12,82.08,20260616,2.49,0.77,0.39,260.30,260.30,0.91,0.06,562.93,0.00,-2.14,0.60,1.75,-9.61,-5.30,-21.44,-13.30,-21.43,-33.98,-2.09,-33.62,-4443.96,-5404.19,3192.00,7982.00,196673.00,193969.00,19344,102016,0.00,0.00,-0.13,1380800.00,0.00,470.72,466.00,80988.38,271717.99,0.00,0.00,0,1,0,0,-1,0,102.10,222.10,98.43,271.12,0.00,0.69,20.13,19.51,18.75,0.51,1.82,0,1,0,0,0,20488.38,138.08,25889.00,28554.14,167845.93,18189.98,0.00,3452,0,20260602,20250830,0,20230221,0,20260423,20240930,0,20241111,0,688169.SH,股票,2026-06-16 20:26:34
精密激光加工设备,85,2,100812,0,97.49,64.99,20260616,8.71,1.08,-16.25,85.92,85.92,1.12,0.29,833.89,0.58,2.33,20.00,-3.82,4.70,16.43,11.96,37.50,60.77,164.24,8.58,261.27,488.33,-1531.90,3142.00,6298.00,46922.00,39142.00,23100,36140,0.00,0.00,-1.50,6396000.00,0.00,261.40,381.00,94905.20,219750.84,0.00,0.00,0,1,0,0,2,1,74.70,95.65,22.51,30.18,0.00,1.82,-84.14,324.86,500.21,0.00,6.97,0,1,0,0,0,7209.94,639.60,-2869.82,2880.55,25966.74,16523.13,0.00,1031,0,20240223,0,0,20250429,0,20260428,20250908,0,20260615,0,688170.SH,股票,2026-06-16 20:26:34
数字化解决方案,73,2,70612,0,54.92,36.62,20260616,2.46,0.85,61.14,38.54,38.54,1.00,0.10,11.58,0.00,0.52,0.93,3.59,-1.05,-15.87,-13.73,-11.16,-13.40,-1.40,-17.62,51.85,-2197.42,-16.95,400.00,2267.00,13313.00,12411.00,4711,10333,0.00,0.00,0.28,154500.00,0.00,30.69,67.00,9407.88,28084.73,0.00,0.00,0,1,0,0,4,0,44.85,63.44,28.36,28.68,0.00,1.95,-6467.13,322.27,301.69,0.10,4.66,0,1,0,0,0,4503.01,15.45,-77.89,493.95,30529.92,1078.50,0.00,176,0,20241001,20250430,0,20250728,0,20260430,20250507,0,20251030,0,688171.SH,股票,2026-06-16 20:26:34
产品解决方案,67,4,120808,0,81.61,54.41,20260616,2.23,1.20,74.69,927.95,779.19,0.43,0.05,876.57,0.00,-4.43,4.81,2.63,0.79,0.52,21.89,52.98,53.01,124.60,-10.06,262.72,-21307.15,-3158.02,6292.00,9316.00,117987.00,118575.00,52740,85465,0.00,0.00,0.72,6900900.50,0.00,461.57,710.00,165128.96,521803.37,0.00,0.00,0,1,0,0,-1,1,64.60,79.57,17.86,21.98,0.00,2.46,-89.56,-238.08,-212.81,0.00,5.11,0,1,0,0,0,54320.82,690.09,-31264.12,24905.88,320220.75,1012.68,0.00,3870,0,20240920,20251231,0,20260616,20250728,20260429,20260528,0,20260528,0,688172.SH,股票,2026-06-16 20:26:34
电源管理芯片,80,1,50608,0,19.18,12.78,20260616,2.90,1.07,77.65,69.10,68.45,0.90,0.10,165.87,0.00,4.19,5.48,-2.76,7.77,3.16,-12.87,-0.89,8.40,13.27,-1.60,24.81,2697.23,-396.13,6004.00,8399.00,65679.00,41888.00,22897,33306,0.00,0.00,0.38,306100.00,0.00,59.36,385.00,16943.75,54617.82,0.00,0.00,0,1,0,0,2,0,15.75,19.89,12.74,33.57,0.00,2.31,-226.10,-58.21,-70.33,0.00,4.82,0,1,0,0,0,22580.02,30.61,-854.58,4979.37,60713.61,682.56,0.00,342,0,20240221,20260410,0,20260210,0,20260430,20241118,0,20241118,20241105,688173.SH,股票,2026-06-16 20:26:34
软硬件产品销售,80,3,71012,0,32.12,21.42,20260616,1.81,1.42,-6.41,46.11,46.11,1.65,0.12,77.64,0.00,2.47,5.39,-0.24,4.26,-6.38,0.18,-2.48,0.89,11.05,-0.00,89.44,111.62,-392.08,1223.00,4173.00,17435.00,19906.00,7188,14083,0.00,0.00,0.11,175000.00,0.00,3.52,13.00,8425.18,21550.92,0.00,0.00,0,1,0,0,2,0,26.27,30.28,14.32,51.68,0.00,1.48,292.00,-107.37,-177.75,0.29,2.66,0,1,0,0,0,8320.05,17.50,-86.18,1271.76,101756.82,8525.59,0.00,482,0,20260428,0,0,20250915,0,20260428,20240422,0,20260528,20260317,688175.SH,股票,2026-06-16 20:26:34
抗肿瘤类产品,66,2,90110,0,12.26,8.18,20260616,1.98,1.30,-19.56,59.29,45.22,1.37,0.06,45.14,0.00,1.57,-0.78,4.04,3.08,-2.17,-17.88,-19.29,-30.14,-9.82,-8.78,8.81,1620.85,-628.57,20648.00,13914.00,52621.00,43929.00,8369,14341,0.00,0.00,0.00,484199.97,0.00,79.20,761.00,7157.74,23260.91,0.00,0.00,0,1,0,0,1,2,10.18,18.11,8.70,22.98,0.00,1.88,-13.19,-14.02,-13.11,0.00,4.04,0,1,0,0,0,37881.32,48.42,-11621.57,7419.31,62845.29,22.12,0.00,497,0,20240207,20240829,0,20250707,0,20260430,20260306,20240205,20260306,0,688176.SH,股票,2026-06-16 20:26:34
自身免疫药物,73,1,90901,0,20.28,13.52,20260616,0.71,1.17,35.94,69.57,69.57,0.65,0.03,26.93,0.36,-0.59,-2.48,2.67,0.90,-8.64,-15.16,-18.45,-27.33,-27.40,-12.41,-35.95,-661.56,27.90,1516.00,3054.00,33838.00,35830.00,7922,16620,0.00,0.00,-0.24,211700.00,0.00,425.80,2661.00,5935.18,14796.15,0.00,0.00,0,1,0,0,-2,0,16.95,36.32,16.00,32.76,0.00,1.12,-11.45,-21.08,-17.92,0.00,31.05,0,1,0,0,0,12070.34,21.17,-15332.99,26087.05,24779.58,77274.58,0.00,1426,0,0,0,0,20230221,0,20260428,20221107,0,20221107,0,688177.SH,股票,2026-06-16 20:26:34
运营,80,1,120808,0,45.78,30.52,20260616,3.36,1.28,-28.04,34.60,34.60,2.41,0.34,108.57,0.00,6.71,0.05,-2.00,8.91,4.12,14.35,20.55,54.03,69.41,15.00,68.22,1837.28,1243.51,1896.00,2576.00,82501.00,80805.00,5013,20512,0.00,0.00,1.99,15600.00,0.00,46.79,123.00,7903.16,26221.96,0.00,0.00,0,1,0,0,2,0,38.63,41.60,22.18,25.20,0.00,1.36,76.15,-28.05,-32.75,0.00,3.73,0,1,0,0,0,4112.40,1.56,784.70,406.31,12927.07,7069.81,0.00,628,0,0,0,0,20230116,0,20260429,20250324,20200203,20250324,20250317,688178.SH,股票,2026-06-16 20:26:34
科研试剂,92,2,100808,0,24.84,16.56,20260616,3.10,0.85,21.93,75.12,75.12,1.04,0.11,148.12,0.00,0.24,0.58,1.98,2.83,1.36,-10.44,5.17,19.46,67.07,0.97,73.35,1659.50,-2021.97,4773.00,14929.00,44289.00,56218.00,17719,25250,0.00,0.00,-0.29,311500.00,0.00,34.39,167.00,22166.33,80461.52,0.00,0.00,0,1,0,0,4,0,20.41,24.75,11.26,19.43,0.00,2.16,64.55,73.42,70.05,0.65,7.39,0,1,0,0,0,21612.16,31.15,2722.22,1959.71,51451.72,1283.70,5077.94,926,0,20240608,20241205,0,20231026,0,20260428,20231027,20211028,20260224,0,688179.SH,股票,2026-06-16 20:26:34
抗肿瘤类药物,85,5,40710,0,36.24,24.16,20260616,1.52,0.89,16.89,228.23,228.23,0.88,0.04,207.50,0.00,-1.39,-1.60,4.28,1.68,-7.48,-20.91,-26.25,-10.73,-12.82,-13.03,-17.46,-1385.36,-1303.94,4354.00,8764.00,294076.00,286936.00,23243,65059,0.00,0.00,-0.66,1314900.00,0.00,87.17,284.00,40738.28,128820.93,0.00,0.00,0,1,0,0,-2,0,29.93,51.40,28.10,55.50,0.00,0.93,-371.70,-35.43,-46.92,0.00,5.19,0,1,0,0,0,49317.51,131.49,-14360.92,28249.54,391070.59,6789.88,0.00,2903,0,20230911,20250903,0,20250707,20221202,20260428,20200729,20220524,20221219,0,688180.SH,股票,2026-06-16 20:26:34
显示材料,92,3,120608,0,52.50,35.00,20260616,8.26,0.99,-82.29,61.32,61.32,1.81,0.38,596.50,0.07,4.23,4.04,-4.58,12.04,14.17,15.36,28.89,33.68,41.93,9.06,63.38,1010.23,1589.26,4882.00,11819.00,58877.00,38686.00,18747,29824,0.00,0.00,0.11,2376700.00,0.00,420.40,984.00,35725.53,142083.70,0.00,0.00,0,1,0,0,2,0,43.89,49.11,27.51,43.98,0.00,1.93,61.95,72.57,71.95,0.42,2.94,0,1,0,0,0,10696.17,237.67,2339.39,2204.25,17214.54,15.68,0.00,778,0,20260509,0,0,20230106,0,20260418,20241127,20250407,20241127,0,688181.SH,股票,2026-06-16 20:26:34
滤波器,92,5,10608,0,43.24,28.82,20260616,4.50,2.07,64.81,160.80,160.80,0.47,0.15,233.83,0.00,11.57,3.18,0.34,17.64,18.94,-8.30,32.42,38.62,36.37,14.85,47.20,3678.71,2087.62,3217.00,10163.00,94308.00,61998.00,34815,49715,0.00,0.00,0.58,2483800.00,0.00,135.76,384.00,30515.15,145573.25,0.00,0.00,0,1,0,0,4,1,36.00,46.60,22.45,10.50,0.00,2.59,2462.63,119.74,145.08,0.28,7.11,0,1,0,0,0,11844.47,248.38,1878.73,1293.65,25428.89,774.38,0.00,1339,0,0,0,0,20241118,0,20260430,20260519,20250407,20260521,0,688182.SH,股票,2026-06-16 20:26:34
电子元器件,94,7,80608,0,159.79,106.53,20260616,5.11,1.28,5.56,1155.90,1155.90,0.74,0.24,5160.19,0.00,4.36,7.69,6.45,11.25,6.12,33.74,27.49,75.17,46.14,1.10,224.90,2829.72,31345.55,9241.00,19860.00,255677.00,236024.00,90729,177039,0.00,0.00,-0.12,49224500.00,100.00,4477.67,3553.00,525798.25,1711934.67,0.00,0.00,0,1,0,0,3,2,125.67,144.28,41.50,12.42,0.00,2.35,64.98,75.19,64.49,0.67,18.85,0,1,0,0,0,26749.63,4922.45,44112.45,12609.36,61520.97,1282.09,0.00,7647,0,20250419,20240427,0,20240826,0,20260429,20260526,20250407,20260526,0,688183.SH,股票,2026-06-16 20:26:34
"原辅料等,单晶型NCM产品",1,1,101003,0,13.51,9.01,20260616,1.00,1.12,-24.09,18.18,11.39,3.23,0.07,33.25,0.00,3.02,1.26,-0.45,-2.11,-10.63,-17.03,-10.91,11.11,25.00,-9.16,20.58,172.20,25.34,1066.00,1711.00,11725.00,3766.00,769,1823,0.00,0.00,-0.09,13500.00,0.00,0.00,0.00,822.31,2738.53,0.00,0.00,0,1,0,0,2,1,11.35,14.92,9.00,51.88,0.00,1.38,22.54,-2.53,-2.84,0.00,1.72,0,1,0,0,0,9012.10,1.35,-31.80,818.77,9643.60,64.16,0.00,193,0,20250612,0,0,20240919,0,20260425,20260427,20250506,20250506,0,688184.SH,股票,2026-06-16 20:26:34
疫苗销售,85,3,90401,0,60.44,40.30,20260616,1.05,0.88,86.44,57.15,57.15,0.63,0.03,32.76,0.00,-0.79,-2.02,4.05,-0.81,-8.78,-22.79,-18.76,-31.56,-20.50,-14.65,-17.33,679.00,-835.71,1646.00,2260.00,19148.00,14559.00,2991,7781,0.00,0.00,0.87,344600.00,0.00,16.79,33.00,7516.77,22614.76,0.00,0.00,0,1,0,0,-2,0,50.32,92.70,48.89,209.71,0.00,1.73,-76.35,446.44,-12367.73,0.00,2.51,0,1,0,0,0,5209.35,34.46,-5511.52,7140.99,112088.18,1912.56,0.00,1134,0,0,20250927,0,20230814,0,20260429,20241111,0,20230809,0,688185.SH,股票,2026-06-16 20:26:34
风电机械部件,88,3,90101,0,20.60,13.74,20260616,2.44,1.38,-17.52,47.57,47.57,0.72,0.05,27.08,0.00,-1.22,2.88,-2.11,-2.97,-18.06,-11.71,-13.99,-34.54,-25.22,-16.17,-37.48,-595.31,-1058.10,5253.00,5584.00,92886.00,82539.00,8387,17308,0.00,0.00,-0.87,640199.94,0.00,42.74,255.00,8018.60,32669.50,0.00,0.00,0,1,0,0,-1,0,17.05,32.34,16.42,17.16,0.00,1.86,225.82,23.39,35.18,0.00,1.01,0,1,0,0,0,21818.33,64.02,417.51,4233.39,96169.92,1989.95,0.00,2476,0,20250618,0,0,20230213,20210715,20260422,0,0,20211104,0,688186.SH,股票,2026-06-16 20:26:34
"新兴装备板块:新能源板块,轨道交通板块:轨道交通电气",95,10,61408,0,66.40,44.26,20260616,1.83,0.97,-6.89,496.23,496.23,0.69,0.09,565.68,0.00,3.22,4.26,-3.12,-1.37,0.40,4.13,17.95,4.81,11.35,-6.38,38.68,1878.74,1172.19,2964.00,19497.00,265244.00,246348.00,30924,98137,0.00,0.00,0.47,4157300.00,0.00,598.71,1146.00,89245.83,293306.06,0.00,0.00,0,1,0,0,2,1,54.97,66.20,39.48,31.38,0.00,1.78,29.91,18.20,18.15,2.04,1.80,0,1,0,0,0,25852.60,415.73,59245.62,58695.20,782956.19,157663.64,0.00,10746,0,0,0,0,20250908,0,20260428,20260513,0,20260513,0,688187.SH,股票,2026-06-16 20:26:34
平面解决方案,94,9,121412,0,191.16,127.44,20260616,1.57,1.35,-18.52,470.39,470.39,1.11,0.10,798.73,0.00,1.93,1.87,0.75,4.90,5.86,-6.97,14.53,15.74,19.50,-0.28,16.96,-6300.47,1914.23,1227.00,2099.00,111404.00,106439.00,16314,89491,0.00,0.00,0.06,516100.00,0.00,306.90,195.00,52442.26,181889.40,0.00,0.00,0,1,0,0,4,0,157.25,179.78,125.65,68.58,0.00,1.46,37.16,41.48,39.32,1.63,7.34,0,1,0,0,0,10318.81,51.61,29107.53,6264.41,261080.01,5383.96,0.00,1283,0,0,20240815,0,20221019,20220419,20260430,0,0,0,0,688188.SH,股票,2026-06-16 20:26:34
抗流感病毒类药物,15,1,40701,0,6.97,4.65,20260616,6.92,1.03,17.31,18.30,18.30,1.26,0.32,163.37,0.00,14.80,4.31,-6.86,-10.83,-15.25,-34.29,-25.47,-16.52,-16.31,-18.95,-13.15,1601.41,1362.47,14335.00,8189.00,133474.00,71465.00,7763,11337,0.00,0.00,0.34,2054299.88,0.00,309.11,5461.00,12174.48,45455.33,0.00,0.00,0,1,0,0,2,5,6.30,18.78,5.47,34.94,0.00,1.84,-34.55,-11.65,-11.22,0.00,2.39,0,1,0,0,0,15288.00,205.43,-1345.23,425.59,27808.71,416.64,0.00,302,0,20250430,0,0,20230327,0,20260430,20260511,20260611,20260611,0,688189.SH,股票,2026-06-16 20:26:34
非晶合金薄带及其制品,88,4,60208,0,123.36,82.24,20260616,2.54,1.41,25.76,131.64,131.64,1.13,0.16,297.24,0.00,6.71,5.33,-3.06,5.89,-2.20,11.49,35.95,7.86,13.92,-5.66,31.34,1825.56,4894.69,1036.00,1941.00,32379.00,26407.00,10553,27224,0.00,0.00,-0.29,767100.00,0.00,69.07,69.00,20899.29,76978.32,0.00,0.00,0,1,0,0,2,0,102.55,133.06,78.50,46.63,0.00,1.83,53.15,41.90,44.47,1.36,4.89,0,1,0,0,0,4350.98,76.71,5837.03,2499.81,7941.52,1023.75,0.00,677,0,0,0,0,20241126,0,20260430,20250318,0,20250319,0,688190.SH,股票,2026-06-16 20:26:34
输电场景人工智能解决方案,79,1,100812,0,39.42,26.28,20260616,4.62,1.85,20.88,119.13,119.13,0.66,0.12,224.61,0.00,10.56,3.53,-5.45,7.42,6.11,-11.11,11.07,1.76,57.98,-4.95,155.60,7236.39,-4908.74,4133.00,7885.00,72469.00,56603.00,26972,43741,0.00,0.00,0.21,427200.00,0.00,30.96,96.00,28687.00,107689.57,0.00,0.00,0,1,0,0,2,0,33.37,42.86,14.21,11.38,0.00,2.38,-266.44,173.06,173.22,0.21,13.87,0,1,0,0,0,17225.93,42.72,-1280.98,3222.54,16599.06,14757.26,0.00,894,0,20240223,0,0,20240408,0,20260429,20230830,0,20260428,20260204,688191.SH,股票,2026-06-16 20:26:34
舒沃哲,85,0,10901,0,45.52,30.34,20260616,1.06,0.68,-11.20,171.88,170.42,1.26,0.07,243.56,0.00,-2.58,-2.12,4.42,-2.07,-14.37,-27.46,-34.83,-27.15,-35.85,-33.45,-42.35,-516.83,-1520.01,1292.00,4506.00,120455.00,113470.00,16339,43054,0.00,0.00,0.50,524500.00,0.00,106.55,275.00,24812.40,79589.34,0.00,0.00,0,1,0,0,-2,0,37.67,86.18,36.10,52.58,0.00,0.86,-44.97,-23.09,-26.45,0.00,13.91,0,1,0,0,0,17290.30,52.45,-10883.26,18779.72,22369.71,684.86,0.00,1009,0,0,0,0,20260224,20250418,20260430,20250421,0,20250421,0,688192.SH,股票,2026-06-16 20:26:34
试剂业务,80,4,50808,0,62.30,41.54,20260616,1.40,0.60,33.33,21.06,21.06,2.72,0.14,32.40,0.00,1.21,-0.35,-2.65,1.19,7.62,-5.66,-11.86,1.65,10.94,9.03,36.31,415.49,-105.28,332.00,425.00,28181.00,28757.00,2035,10661,0.00,0.00,-1.91,535500.00,0.00,19.74,38.00,4521.50,10930.41,0.00,0.00,0,1,0,0,1,0,52.74,62.56,36.69,72.65,0.00,1.70,105.38,206.24,150.08,2.14,2.29,0,1,0,0,0,2188.03,53.55,214.70,668.76,9377.56,356.79,0.00,239,0,20240219,20230801,0,20250930,0,20260429,0,0,20250724,20260508,688193.SH,股票,2026-06-16 20:26:34
精密光学元组件,93,1,11212,0,250.16,166.78,20260616,6.41,0.94,-13.79,386.88,386.88,0.85,0.17,1661.85,0.00,2.48,9.76,-0.71,0.61,-7.84,-9.61,-9.87,37.08,76.57,-8.66,612.60,4534.50,156.85,2875.00,7412.00,53538.00,54976.00,38864,68535,0.00,0.00,0.00,14642100.00,0.00,491.84,258.00,259387.62,701937.56,0.00,0.00,0,1,0,0,2,6,198.43,306.38,28.66,13.60,0.00,1.54,670.10,534.60,524.21,0.06,38.01,0,1,0,0,0,11819.78,1464.21,1400.84,2366.19,7255.50,486.14,0.00,1594,0,20241028,0,0,20240326,0,20260425,20260122,20250407,20260403,20250227,688195.SH,股票,2026-06-16 20:26:34
生物柴油,98,1,90110,0,48.60,32.40,20260616,0.99,0.95,53.57,51.27,51.27,1.27,0.08,79.70,0.00,-0.47,1.58,2.31,2.21,-6.23,-16.20,-23.10,-48.01,-31.56,-3.86,-14.32,-272.46,67.99,812.00,1760.00,14204.00,14329.00,4933,13071,0.00,0.00,-0.49,110600.01,0.00,13.60,34.00,6665.73,17472.98,0.00,0.00,0,1,0,0,-1,1,39.83,95.00,38.50,42.93,0.00,0.84,42.54,33.33,41.75,1.23,1.60,0,1,0,0,0,3975.22,11.06,2865.65,2685.18,39884.68,1532.42,0.00,610,0,0,0,0,20260427,20251024,20260428,20251107,20210817,20260512,0,688196.SH,股票,2026-06-16 20:26:34
技术开发及服务,77,3,90701,0,37.80,25.20,20260616,2.00,0.63,25.58,46.30,19.92,1.04,0.05,5.33,0.00,-1.17,-4.52,-4.15,-2.20,-10.67,-26.29,-23.80,-23.55,-10.40,-14.90,-21.84,-247.42,-221.87,892.00,1377.00,10363.00,11761.00,3563,8785,0.00,0.00,0.00,40300.00,0.00,9.24,28.00,7161.33,21009.63,0.00,0.00,0,1,0,0,-3,1,32.35,56.86,30.11,39.90,0.00,1.62,-76.70,-36.36,-50.28,0.00,6.96,0,1,0,0,0,5576.62,4.03,-1787.79,4049.52,1594.65,0.00,0.00,172,0,0,0,0,20250324,0,20260418,20250813,0,20250813,0,688197.SH,股票,2026-06-16 20:26:34
结构性心脏病,89,5,90901,0,105.24,70.16,20260616,0.44,0.86,-42.11,118.12,118.12,0.77,0.03,18.24,0.00,-2.22,-0.61,5.46,8.78,3.13,-8.34,-10.57,-14.00,-19.27,3.89,-17.51,-838.22,116.16,483.00,667.00,35214.00,36067.00,1910,19007,0.00,0.00,-0.11,85500.00,0.00,27.62,31.00,4658.84,20015.72,0.00,0.00,0,1,0,0,-2,0,85.32,132.14,77.53,23.68,0.00,1.00,71.37,62.41,59.67,0.91,8.63,0,1,0,0,0,3685.13,8.55,4003.95,2824.71,8084.63,2116.58,0.00,746,0,20260611,0,0,20221209,0,20260422,20241008,0,20250226,0,688198.SH,股票,2026-06-16 20:26:34
光引发剂,95,2,100808,0,36.07,24.05,20260616,5.18,0.82,17.12,48.72,48.72,0.94,0.14,237.95,0.50,0.53,7.36,-4.86,9.65,18.14,0.07,10.29,16.05,28.22,13.91,47.06,1472.16,-3573.48,2309.00,8562.00,37913.00,32695.00,19989,28611,0.00,0.00,-0.20,1219200.00,0.00,182.51,647.00,31321.15,89644.70,0.00,0.00,0,1,0,0,2,1,29.22,32.97,20.13,66.68,0.00,1.93,119.59,175.47,100.28,0.20,1.88,0,1,0,0,0,11842.54,121.92,884.69,1465.82,49024.18,723.97,0.00,1465,0,20230825,0,0,20230505,0,20260425,20250815,0,20250611,0,688199.SH,股票,2026-06-16 20:26:34
测试系统,95,7,120812,0,357.60,238.40,20260616,2.87,1.05,57.89,635.80,635.80,0.62,0.06,751.94,0.00,6.37,-0.66,-4.77,1.59,26.02,8.57,34.70,74.55,148.21,18.22,251.35,11543.85,-1103.82,2199.00,2691.00,70515.00,72894.00,24329,97972,0.00,0.00,2.34,8287199.50,200.00,498.07,166.00,216088.06,658452.07,0.00,0.00,0,1,0,0,1,0,309.02,337.01,85.95,107.41,0.00,1.86,168.72,111.49,105.16,0.27,15.18,0,1,0,0,0,12756.87,828.72,7242.15,8285.68,193786.93,10178.72,0.00,947,0,20231027,20250701,0,20230220,0,20260429,20241008,0,20220805,0,688200.SH,股票,2026-06-16 20:26:34
信息安全产品,15,2,130104,0,8.75,5.83,20260616,1.14,0.96,-24.30,23.63,22.54,1.23,0.05,49.44,0.00,2.19,0.55,1.12,-1.45,-12.66,-17.41,-5.34,-52.21,-49.08,-8.36,-27.67,52.73,35.86,3330.00,6547.00,33333.00,24343.00,1882,3970,0.00,0.00,0.69,22800.00,0.00,21.65,299.00,2158.54,6346.31,0.00,0.00,0,1,0,0,3,1,7.29,17.95,7.00,26.78,0.00,1.63,-41.18,112.56,74.36,0.34,1.82,0,1,0,0,0,17695.52,2.28,-1473.08,3654.39,8108.92,2081.18,0.00,893,0,20260428,20250329,0,20240422,20230620,20260428,20250626,20260429,20260430,0,688201.SH,股票,2026-06-16 20:26:34
临床前研究,85,0,10410,0,62.88,41.92,20260616,2.13,0.90,30.23,70.82,70.82,1.44,0.11,199.27,0.00,0.59,-1.82,3.93,1.25,-6.03,-17.63,-16.68,-10.51,-6.54,-11.62,54.26,-73.22,-212.81,1877.00,2067.00,35308.00,31814.00,9123,20536,0.00,0.00,-0.15,96700.00,0.00,169.53,325.00,20029.49,55396.22,0.00,0.00,0,1,0,0,1,1,52.38,84.70,32.15,41.50,0.00,1.32,113.38,-41.95,-51.14,0.00,3.62,0,1,0,0,0,7572.82,9.67,1087.63,2530.83,15417.43,11421.19,0.00,2504,0,20241228,20250829,0,20241105,20230816,20260430,20250708,0,20250717,0,688202.SH,股票,2026-06-16 20:26:34
纯聚乳酸,95,2,10608,0,13.30,8.86,20260616,1.68,1.18,-52.15,22.72,22.72,1.23,0.08,17.91,0.00,1.17,0.54,0.64,-0.45,-6.59,-22.05,-17.27,-11.24,-12.28,-7.89,-13.44,-51.79,97.84,1460.00,3141.00,103473.00,100238.00,5458,14414,0.00,0.00,2.08,252099.98,0.00,16.84,150.00,3367.00,10301.15,0.00,0.00,0,1,0,0,3,2,11.10,17.63,10.73,16.68,0.00,1.51,543.13,227.63,210.31,0.00,1.54,0,1,0,0,0,11332.98,25.21,77.47,841.01,26148.02,813.61,0.00,453,0,20240829,0,0,20260224,0,20260425,20250901,0,20250901,0,688203.SH,股票,2026-06-16 20:26:34
传输类,86,2,10810,0,279.96,186.64,20260616,7.05,1.15,18.33,380.77,380.77,0.80,0.18,1468.98,0.00,2.49,6.05,-6.93,4.78,2.81,-7.31,-0.76,37.55,73.93,0.72,269.47,4839.56,1380.50,4415.00,12295.00,76814.00,87528.00,38505,90656,0.00,0.00,0.03,11882700.00,0.00,627.84,279.00,185988.26,711789.36,0.00,0.00,0,1,0,0,2,5,230.02,310.88,54.70,48.51,0.00,2.34,484.71,519.18,484.63,0.04,16.17,0,1,0,0,0,10640.39,1188.27,1413.53,2467.79,15944.34,1635.27,0.00,813,0,0,20231230,0,20250811,20230904,20260428,20260403,20250407,20260403,0,688205.SH,股票,2026-06-16 20:26:34
"半导体器件特性测试系统,集成电路设计类EDA工具",83,5,100210,0,46.94,31.30,20260616,2.49,0.90,70.53,163.80,163.80,0.99,0.09,381.03,0.00,-4.09,2.01,-4.32,-7.99,3.65,6.68,10.32,10.98,7.73,-2.22,45.09,-7087.01,-5454.25,4675.00,11481.00,65139.00,68845.00,19770,31953,0.00,0.00,-0.31,954600.00,0.00,280.93,735.00,39837.08,137882.24,0.00,0.00,0,1,0,0,-1,0,38.80,50.90,24.97,28.28,0.00,1.76,-333.17,498.75,835.25,0.08,8.20,0,1,0,0,0,23697.05,95.46,-1735.25,6894.21,88691.22,21746.56,0.00,608,0,20240131,0,0,20250630,0,20260430,20250529,0,20250923,20250328,688206.SH,股票,2026-06-16 20:26:34
人工智能产品,82,2,141410,0,21.62,14.42,20260616,15.15,1.02,-31.38,52.42,52.42,0.76,0.33,588.86,0.00,12.32,0.61,-0.89,-3.29,34.04,13.33,34.22,25.40,33.15,30.66,44.68,6119.87,4716.42,7134.00,17954.00,193463.00,139537.00,54684,70198,0.00,0.00,-0.89,2471500.00,0.00,432.47,2414.00,42597.96,176581.29,0.00,0.00,0,1,0,0,2,2,18.68,20.93,13.35,39.49,0.00,2.01,-32.18,-25.04,-25.56,0.00,2.87,0,1,0,0,0,18867.63,247.15,-4571.07,3092.27,36918.89,743.67,0.00,325,0,20240824,20250522,0,20250917,0,20260425,20260609,20250407,20260609,0,688207.SH,股票,2026-06-16 20:26:34
汽车综合诊断产品,95,8,70712,0,33.36,22.24,20260616,1.95,0.81,26.09,188.92,188.92,0.95,0.06,362.96,0.00,1.40,3.08,0.82,-4.76,-8.68,-30.13,-15.52,-14.13,-22.35,-6.99,-2.75,-5139.55,2347.95,6132.00,12952.00,302055.00,318317.00,25068,67675,0.00,0.00,1.26,2976600.00,0.00,75.06,275.00,35739.29,129081.15,0.00,0.00,0,1,0,0,3,0,27.46,42.15,26.52,24.36,0.00,1.25,24.26,19.91,20.01,3.84,4.90,0,1,0,0,0,41801.38,297.66,19425.99,18417.20,156611.69,46638.27,19237.58,2777,0,20250409,20240930,0,20230213,0,20260425,20200818,0,20200819,0,688208.SH,股票,2026-06-16 20:26:34
